"reviewer_id","state","city","street","latitude","longitude","rating_count","review_time","review_date","days_since_review","rating_num"
"1","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","3 months ago","2025-03-03","90","1"
"2","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","5 days ago","2025-05-27","5","4"
"3","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","5 days ago","2025-05-27","5","1"
"4","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a month ago","2025-05-02","30","5"
"5","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","2 months ago","2025-04-02","60","1"
"6","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","3 weeks ago","2025-05-11","21","1"
"7","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","3 months ago","2025-03-03","90","1"
"8","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","1"
"9","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","3 months ago","2025-03-03","90","1"
"10","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","3 months ago","2025-03-03","90","4"
"11","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","3 months ago","2025-03-03","90","1"
"12","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","6 months ago","2024-12-03","180","2"
"13","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","6 months ago","2024-12-03","180","1"
"14","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","3"
"15","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","5 months ago","2025-01-02","150","1"
"16","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","2 months ago","2025-04-02","60","2"
"17","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","4"
"18","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","2 months ago","2025-04-02","60","1"
"19","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","7 months ago","2024-11-03","210","1"
"20","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","7 months ago","2024-11-03","210","4"
"21","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","10 months ago","2024-08-05","300","1"
"22","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","4 years ago","2021-06-02","1460","1"
"23","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a month ago","2025-05-02","30","2"
"24","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","8 months ago","2024-10-04","240","1"
"25","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","4 months ago","2025-02-01","120","1"
"26","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","6 months ago","2024-12-03","180","1"
"27","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a month ago","2025-05-02","30","4"
"28","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a month ago","2025-05-02","30","2"
"29","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","3 months ago","2025-03-03","90","1"
"30","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","3 years ago","2022-06-02","1095","1"
"31","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","2 years ago","2023-06-02","730","1"
"32","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","9 months ago","2024-09-04","270","2"
"33","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","1"
"34","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","1"
"35","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","10 months ago","2024-08-05","300","2"
"36","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","1"
"37","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","7 months ago","2024-11-03","210","1"
"38","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","4 months ago","2025-02-01","120","5"
"39","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","3 months ago","2025-03-03","90","5"
"40","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","9 months ago","2024-09-04","270","1"
"41","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","11 months ago","2024-07-06","330","1"
"42","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","1"
"43","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","3"
"44","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","7 months ago","2024-11-03","210","5"
"45","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","4 months ago","2025-02-01","120","1"
"46","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","2"
"47","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","5 months ago","2025-01-02","150","1"
"48","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","1"
"49","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","1"
"50","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","1"
"51","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","10 months ago","2024-08-05","300","1"
"52","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","1"
"53","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","1"
"54","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","3"
"55","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","7 months ago","2024-11-03","210","4"
"56","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","5 months ago","2025-01-02","150","3"
"57","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","4"
"58","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","1"
"59","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","4"
"60","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","4 months ago","2025-02-01","120","4"
"61","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","10 months ago","2024-08-05","300","1"
"62","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","7 months ago","2024-11-03","210","1"
"63","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","2 years ago","2023-06-02","730","2"
"64","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","5"
"65","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","2 years ago","2023-06-02","730","3"
"66","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","3 years ago","2022-06-02","1095","2"
"67","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","4 months ago","2025-02-01","120","1"
"68","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","2"
"69","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","1"
"70","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","1"
"71","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","1"
"72","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","3"
"73","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","2 years ago","2023-06-02","730","3"
"74","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","5 years ago","2020-06-02","1825","1"
"75","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","2 years ago","2023-06-02","730","1"
"76","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","2 years ago","2023-06-02","730","1"
"77","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","4"
"78","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","5"
"79","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","4"
"80","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","7 months ago","2024-11-03","210","1"
"81","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","3 years ago","2022-06-02","1095","4"
"82","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","2 years ago","2023-06-02","730","4"
"83","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","2 years ago","2023-06-02","730","1"
"84","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","5 years ago","2020-06-02","1825","3"
"85","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","5"
"86","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","3 years ago","2022-06-02","1095","3"
"87","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","2 years ago","2023-06-02","730","1"
"88","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","1"
"89","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","3 years ago","2022-06-02","1095","1"
"90","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","1"
"91","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","5 years ago","2020-06-02","1825","1"
"92","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","3 years ago","2022-06-02","1095","1"
"93","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","5 years ago","2020-06-02","1825","1"
"94","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","4 years ago","2021-06-02","1460","3"
"95","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","3 years ago","2022-06-02","1095","1"
"96","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","4 years ago","2021-06-02","1460","1"
"97","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","2 years ago","2023-06-02","730","1"
"98","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","3 years ago","2022-06-02","1095","1"
"99","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","6 months ago","2024-12-03","180","5"
"100","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","4"
"101","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","2 years ago","2023-06-02","730","5"
"102","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","3"
"103","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","6 years ago","2019-06-03","2190","1"
"104","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","2 years ago","2023-06-02","730","1"
"105","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","4 years ago","2021-06-02","1460","1"
"106","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","7 years ago","2018-06-03","2555","1"
"107","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","6 years ago","2019-06-03","2190","1"
"108","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","4 years ago","2021-06-02","1460","1"
"109","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","5 years ago","2020-06-02","1825","1"
"110","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","2 years ago","2023-06-02","730","2"
"111","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","3 years ago","2022-06-02","1095","1"
"112","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","2 months ago","2025-04-02","60","5"
"113","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","4 years ago","2021-06-02","1460","2"
"114","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","1"
"115","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","1"
"116","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","5 years ago","2020-06-02","1825","2"
"117","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","3 years ago","2022-06-02","1095","1"
"118","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","3 years ago","2022-06-02","1095","4"
"119","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","4 years ago","2021-06-02","1460","1"
"120","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","4 years ago","2021-06-02","1460","2"
"121","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","4 years ago","2021-06-02","1460","2"
"122","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","5 years ago","2020-06-02","1825","1"
"123","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","4 years ago","2021-06-02","1460","5"
"124","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","3 years ago","2022-06-02","1095","1"
"125","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","1"
"126","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","8 years ago","2017-06-03","2920","1"
"127","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","7 years ago","2018-06-03","2555","1"
"128","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","7 years ago","2018-06-03","2555","1"
"129","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","4 years ago","2021-06-02","1460","5"
"130","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","1"
"131","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","2 years ago","2023-06-02","730","1"
"132","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","8 years ago","2017-06-03","2920","1"
"133","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","2 years ago","2023-06-02","730","3"
"134","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","3 years ago","2022-06-02","1095","1"
"135","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","3 years ago","2022-06-02","1095","1"
"136","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","4 years ago","2021-06-02","1460","5"
"137","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","2 years ago","2023-06-02","730","3"
"138","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","4 years ago","2021-06-02","1460","1"
"139","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","1"
"140","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","5 years ago","2020-06-02","1825","4"
"141","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","4 months ago","2025-02-01","120","5"
"142","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","3 years ago","2022-06-02","1095","4"
"143","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","3 years ago","2022-06-02","1095","1"
"144","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","4 years ago","2021-06-02","1460","3"
"145","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","8 months ago","2024-10-04","240","1"
"146","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","5 years ago","2020-06-02","1825","5"
"147","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","4 years ago","2021-06-02","1460","4"
"148","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","1"
"149","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","1"
"150","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","4 years ago","2021-06-02","1460","5"
"151","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","7 years ago","2018-06-03","2555","1"
"152","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","5"
"153","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","3 years ago","2022-06-02","1095","1"
"154","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","3 years ago","2022-06-02","1095","1"
"155","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","6 years ago","2019-06-03","2190","3"
"156","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","2 years ago","2023-06-02","730","1"
"157","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","6 years ago","2019-06-03","2190","1"
"158","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","2 years ago","2023-06-02","730","1"
"159","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","8 months ago","2024-10-04","240","2"
"160","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","5 years ago","2020-06-02","1825","4"
"161","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","1"
"162","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","4 years ago","2021-06-02","1460","5"
"163","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","4 years ago","2021-06-02","1460","5"
"164","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","3 years ago","2022-06-02","1095","5"
"165","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","4 years ago","2021-06-02","1460","3"
"166","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","11 months ago","2024-07-06","330","5"
"167","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","3"
"168","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","5 years ago","2020-06-02","1825","1"
"169","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","2 years ago","2023-06-02","730","1"
"170","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","2 years ago","2023-06-02","730","1"
"171","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","2 years ago","2023-06-02","730","1"
"172","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","4"
"173","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","5 years ago","2020-06-02","1825","5"
"174","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","4 years ago","2021-06-02","1460","1"
"175","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","4 years ago","2021-06-02","1460","1"
"176","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","4 years ago","2021-06-02","1460","4"
"177","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","4 years ago","2021-06-02","1460","2"
"178","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","4 years ago","2021-06-02","1460","2"
"179","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","5"
"180","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","3 years ago","2022-06-02","1095","4"
"181","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","2 years ago","2023-06-02","730","5"
"182","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","5"
"183","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","4 years ago","2021-06-02","1460","4"
"184","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","4"
"185","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","3 years ago","2022-06-02","1095","5"
"186","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","6 months ago","2024-12-03","180","3"
"187","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","4 years ago","2021-06-02","1460","1"
"188","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","3 years ago","2022-06-02","1095","3"
"189","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","6 years ago","2019-06-03","2190","1"
"190","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","6 years ago","2019-06-03","2190","1"
"191","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","5 years ago","2020-06-02","1825","1"
"192","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","4 years ago","2021-06-02","1460","3"
"193","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","4"
"194","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","5"
"195","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","4"
"196","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","3"
"197","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","8 months ago","2024-10-04","240","4"
"198","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","2"
"199","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","2 years ago","2023-06-02","730","3"
"200","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","3 years ago","2022-06-02","1095","2"
"201","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","2 years ago","2023-06-02","730","1"
"202","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","3 years ago","2022-06-02","1095","5"
"203","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","3 years ago","2022-06-02","1095","3"
"204","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","3 years ago","2022-06-02","1095","1"
"205","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","4 years ago","2021-06-02","1460","3"
"206","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","2 years ago","2023-06-02","730","5"
"207","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","1"
"208","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","1"
"209","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","9 months ago","2024-09-04","270","4"
"210","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","3"
"211","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","4 years ago","2021-06-02","1460","3"
"212","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","3 years ago","2022-06-02","1095","5"
"213","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","5 years ago","2020-06-02","1825","5"
"214","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","5"
"215","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","1"
"216","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","4 years ago","2021-06-02","1460","1"
"217","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","3 years ago","2022-06-02","1095","4"
"218","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","4 years ago","2021-06-02","1460","1"
"219","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","4 years ago","2021-06-02","1460","1"
"220","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","7 years ago","2018-06-03","2555","1"
"221","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","2 years ago","2023-06-02","730","4"
"222","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","4 years ago","2021-06-02","1460","4"
"223","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","3"
"224","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","1"
"225","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","4 years ago","2021-06-02","1460","1"
"226","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","4 years ago","2021-06-02","1460","1"
"227","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","2 years ago","2023-06-02","730","1"
"228","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","2 years ago","2023-06-02","730","4"
"229","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","2 years ago","2023-06-02","730","5"
"230","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","1"
"231","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","2 years ago","2023-06-02","730","1"
"232","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","6 years ago","2019-06-03","2190","5"
"233","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","5 years ago","2020-06-02","1825","5"
"234","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","3 years ago","2022-06-02","1095","1"
"235","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","3"
"236","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","2 years ago","2023-06-02","730","3"
"237","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","6 months ago","2024-12-03","180","1"
"238","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","4 years ago","2021-06-02","1460","2"
"239","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","2 years ago","2023-06-02","730","1"
"240","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","4 years ago","2021-06-02","1460","1"
"241","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","4 years ago","2021-06-02","1460","2"
"242","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","5 years ago","2020-06-02","1825","1"
"243","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","7 years ago","2018-06-03","2555","5"
"244","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","4 years ago","2021-06-02","1460","3"
"245","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","4 years ago","2021-06-02","1460","1"
"246","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","11 months ago","2024-07-06","330","4"
"247","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","6 years ago","2019-06-03","2190","5"
"248","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","2 years ago","2023-06-02","730","2"
"249","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","2 years ago","2023-06-02","730","4"
"250","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","3 years ago","2022-06-02","1095","5"
"251","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","5 years ago","2020-06-02","1825","1"
"252","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","6 years ago","2019-06-03","2190","1"
"253","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","7 months ago","2024-11-03","210","5"
"254","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","a year ago","2024-06-01","365","5"
"255","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","2 years ago","2023-06-02","730","5"
"256","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","3 years ago","2022-06-02","1095","1"
"257","TX","Austin","13749 US-183 Hwy","30.460718","-97.792874","1240","4 years ago","2021-06-02","1460","5"
